I0915 00:00:47.584649       1 resolver.go:85] Model ID gemini-3.1-pro-high not in local config, defaulting to CCPA
W0915 00:00:47.795992      53 launchmanager.go:69] Entering local chrome mode! This is WRONG unless you are running tests or in eval mode on Linux.
W0915 00:00:47.796368      53 defaults.go:778] failed to get cs path: cs path /usr/bin/cs invalid
I0915 00:00:47.796391      53 manager.go:108] Creating trajectory store manager with proto store and SQLite store
W0915 00:00:47.797887      53 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
E0915 00:00:47.797909      53 errorreport.go:224] error getting token source: You are not logged into Antigravity.
W0915 00:00:47.797989      53 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
E0915 00:00:47.798012      53 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
I0915 00:00:47.801782     155 manager.go:88] Migration [MIGRATION_ID_SIDECAR_USER_CONFIG_BYPASS] is disabled, skipping entirely
I0915 00:00:47.801819     155 manager.go:91] Migration [MIGRATION_ID_SANITY_CHECK_PROJECT_URIS] is enabled
I0915 00:00:47.801951     155 manager.go:100] Migration [MIGRATION_ID_SANITY_CHECK_PROJECT_URIS] already has status MIGRATION_STATUS_COMPLETED, skipping
I0915 00:00:47.801966     155 manager.go:91] Migration [MIGRATION_ID_PLUGIN_ENABLEMENT] is enabled
I0915 00:00:47.802074     155 manager.go:100] Migration [MIGRATION_ID_PLUGIN_ENABLEMENT] already has status MIGRATION_STATUS_COMPLETED, skipping
I0915 00:00:47.802083     155 manager.go:91] Migration [MIGRATION_ID_BUILTIN_SIDECARS_TO_PLUGINS] is enabled
I0915 00:00:47.802209     155 manager.go:100] Migration [MIGRATION_ID_BUILTIN_SIDECARS_TO_PLUGINS] already has status MIGRATION_STATUS_COMPLETED, skipping
I0915 00:00:47.802219     155 manager.go:88] Migration [MIGRATION_ID_LIN_BUILTIN_TO_MARKETPLACE] is disabled, skipping entirely
I0915 00:00:47.806345      92 store_client.go:730] summary store: reconciliation complete, synced 52 records
W0915 00:00:47.806452      92 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
E0915 00:00:47.806478      92 errorreport.go:224] error getting token source: You are not logged into Antigravity.
W0915 00:00:47.806572      92 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
E0915 00:00:47.806597      92 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
I0915 00:00:47.810788      53 server.go:3003] Auth succeeded, refreshing features and managers
W0915 00:00:47.810834      53 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
E0915 00:00:47.810850      53 errorreport.go:224] error getting token source: You are not logged into Antigravity.
E0915 00:00:47.810946      53 errorreport.go:224] Failed to poll ListExperiments: error getting token source: You are not logged into Antigravity.
I0915 00:00:47.811013      53 server.go:3009] State refresh took 0ms
I0915 00:00:47.811019      53 server.go:3019] [RemoteControl] Subscription callback triggered.
I0915 00:00:47.811075      53 server.go:3022] [RemoteControl] RemoteControlEnabled value: false
I0915 00:00:47.811078      53 server.go:3637] [RemoteControl] Session toggle is off, staying disconnected
I0915 00:00:47.811082      53 server.go:3348] [RemoteControl] Resolved proxyServerURL: ""
I0915 00:00:47.811106      53 profiler.go:231] Continuous pprof profiling is disabled.
W0915 00:00:47.811121     156 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
E0915 00:00:47.811221     156 errorreport.go:224] error getting token source: You are not logged into Antigravity.
I0915 00:00:47.811219     161 manager.go:88] Migration [MIGRATION_ID_SIDECAR_USER_CONFIG_BYPASS] is disabled, skipping entirely
I0915 00:00:47.811239     161 manager.go:91] Migration [MIGRATION_ID_SANITY_CHECK_PROJECT_URIS] is enabled
W0915 00:00:47.811277     156 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
E0915 00:00:47.811299     156 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
I0915 00:00:47.811317     161 manager.go:100] Migration [MIGRATION_ID_SANITY_CHECK_PROJECT_URIS] already has status MIGRATION_STATUS_COMPLETED, skipping
I0915 00:00:47.811325     161 manager.go:91] Migration [MIGRATION_ID_PLUGIN_ENABLEMENT] is enabled
I0915 00:00:47.811414     161 manager.go:100] Migration [MIGRATION_ID_PLUGIN_ENABLEMENT] already has status MIGRATION_STATUS_COMPLETED, skipping
I0915 00:00:47.811422     161 manager.go:91] Migration [MIGRATION_ID_BUILTIN_SIDECARS_TO_PLUGINS] is enabled
I0915 00:00:47.811318      53 server.go:2505] initialized server successfully in 226.061434ms
I0915 00:00:47.811452     161 manager.go:100] Migration [MIGRATION_ID_BUILTIN_SIDECARS_TO_PLUGINS] already has status MIGRATION_STATUS_COMPLETED, skipping
I0915 00:00:47.811456     161 manager.go:88] Migration [MIGRATION_ID_LIN_BUILTIN_TO_MARKETPLACE] is disabled, skipping entirely
W0915 00:00:47.811422     180 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
E0915 00:00:47.811498     180 errorreport.go:224] error getting token source: You are not logged into Antigravity.
W0915 00:00:47.811574     180 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
E0915 00:00:47.811591     180 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
W0915 00:00:47.811739      30 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
E0915 00:00:47.811773      30 errorreport.go:224] error getting token source: You are not logged into Antigravity.
W0915 00:00:47.811844      30 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
E0915 00:00:47.811863      30 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
I0915 00:00:47.812698       1 auto_updater.go:305] Spawned background update process with PID 616659
I0915 00:00:47.813157       1 common.go:150] Launching CLI mode
E0915 00:00:47.813172       1 launchsteps.go:84] Failed to resolve GeminiDir ".gemini": .gemini must be an absolute path: path is not absolute, falling back to default
I0915 00:00:47.813183       1 common.go:172] CLI app data directory: /home/alexi/.gemini/antigravity-cli
I0915 00:00:47.813203       1 server.go:299] Creating CLI server backend: product=antigravity workspaceDirs=[/tmp/literary-model-k8b6xxg_] appDataDir=/home/alexi/.gemini/antigravity-cli cascadeManager=true codeAssist=true
I0915 00:00:47.813273       1 composite_token_storage.go:123] Using file-based token storage because WSL environment detected
I0915 00:00:47.813302       1 auth_provider.go:763] [AuthProvider] SetEnableBusinessLogin called with enable: true
W0915 00:00:47.814270     182 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
E0915 00:00:47.814290     182 errorreport.go:224] error getting token source: You are not logged into Antigravity.
W0915 00:00:47.814357     182 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
E0915 00:00:47.814374     182 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
I0915 00:00:47.815469       1 server.go:2091] Backend project ID updated dynamically to: default-cli-project
I0915 00:00:47.815497       1 analytics.go:179] CLI startup completed (took 234.427131ms)
W0915 00:00:47.815656     182 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
E0915 00:00:47.815680     182 errorreport.go:224] error getting token source: You are not logged into Antigravity.
W0915 00:00:47.815767     182 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
E0915 00:00:47.815795     182 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
W0915 00:00:47.815868     182 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
E0915 00:00:47.815885     182 errorreport.go:224] error getting token source: You are not logged into Antigravity.
W0915 00:00:47.815926     182 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
E0915 00:00:47.815938     182 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
W0915 00:00:47.816027     201 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
E0915 00:00:47.816048     201 errorreport.go:224] error getting token source: You are not logged into Antigravity.
I0915 00:00:47.815514       1 printmode.go:174] Print mode: starting (promptLength=0, model="gemini-3.1-pro-high", conversationID="")
I0915 00:00:47.816085       1 manager.go:426] Initializing CLI store manager for workspace /tmp/literary-model-k8b6xxg_
W0915 00:00:47.816140     201 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
E0915 00:00:47.816155     201 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
I0915 00:00:47.816498       1 cli_setting_manager.go:79] config.json not found or unreadable, using CLI settings only: open /home/alexi/.gemini/config/config.json: no such file or directory
W0915 00:00:47.816515     126 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
E0915 00:00:47.816540     126 errorreport.go:224] error getting token source: You are not logged into Antigravity.
W0915 00:00:47.816584     126 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
E0915 00:00:47.816595     126 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
I0915 00:00:47.816519       1 cli_setting_manager.go:92] CLI settings initialized: permissions=<nil>, toolPermission=request-review
W0915 00:00:47.816708     182 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
I0915 00:00:47.816732       1 hooks_manager.go:53] loaded 0 named hooks from 0 hooks.json file(s)
I0915 00:00:47.816760       1 manager.go:600] CLI store manager initialized successfully
I0915 00:00:47.816774       1 session.go:77] Print mode: enabling terminal sandbox for this session
E0915 00:00:47.816736     182 errorreport.go:224] error getting token source: You are not logged into Antigravity.
I0915 00:00:47.816779       1 printmode.go:715] Print mode: applying agent mode plan
I0915 00:00:47.816783       1 manager.go:1352] SetCycleMode called: plan
I0915 00:00:47.816833       1 printmode.go:365] Print mode: not authenticated, trying silent auth
W0915 00:00:47.816839     182 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
E0915 00:00:47.816865     182 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
I0915 00:00:47.817136      33 keyring.go:64] keyringAuth: loaded token, expiry=2026-09-15 00:39:52.79329892 +0200 CEST expired=false
I0915 00:00:47.817174       1 auth.go:148] ChainedAuth: authenticated via keyring (effective: keyring)
I0915 00:00:47.817186       1 server_oauth.go:192] applyAuthResult: email=alexisinwork@gmail.com, authMethod=consumer, quotaProject=
I0915 00:00:47.817189       1 server_oauth.go:197] OAuth: authenticated successfully as alexisinwork@gmail.com
I0915 00:00:47.817192       1 server_oauth.go:203] b.codeAssistClient.AuthProvider (0x1c8efb9d83c0) is same as b.cliAuth (0x1c8efb9d83c0)
W0915 00:00:47.817317     231 cache.go:163] Failed to refresh cache in background: admin controls not applicable
W0915 00:00:47.817343     246 cache.go:163] Failed to refresh cache in background: admin controls not applicable
I0915 00:00:48.412731     242 http_helpers.go:299] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xd880d253567200af
E0915 00:00:48.595375      70 browser_context.go:179] failed to install playwright: could not install driver: could not install driver: error: got non 200 status code: 404 (404 Not Found) from https://playwright.azureedge.net/builds/driver/playwright-1.57.0-linux.zip
error: got non 200 status code: 404 (404 Not Found) from https://playwright-akamai.azureedge.net/builds/driver/playwright-1.57.0-linux.zip
error: got non 200 status code: 404 (404 Not Found) from https://playwright-verizon.azureedge.net/builds/driver/playwright-1.57.0-linux.zip
I0915 00:00:48.831123     242 http_helpers.go:299] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x2b8c243870ec46f0
I0915 00:00:48.841184       1 model_resolver.go:93] Resolving model gemini-3.1-pro-high
I0915 00:00:48.841202       1 model_config_manager.go:327] Propagating selected model override to backend: label="Gemini 3.1 Pro (High)"
I0915 00:00:48.841241       1 printmode.go:367] Print mode: silent auth succeeded
I0915 00:00:48.841264     193 quota_manager.go:45] doRefreshQuota: starting reload (force=true)
I0915 00:00:48.841282     210 experiment_manager.go:56] Starting experiment refresh after login
I0915 00:00:48.941164     210 server.go:3637] [RemoteControl] Session toggle is off, staying disconnected
I0915 00:00:48.941193     210 server.go:3348] [RemoteControl] Resolved proxyServerURL: ""
I0915 00:00:48.941199     210 experiment_manager.go:60] Experiments refreshed after login
I0915 00:00:48.941236     320 manager.go:1281] Reloading system slash commands
I0915 00:00:49.736038     280 http_helpers.go:299] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xd856dc374173d32c
I0915 00:00:50.290109     280 http_helpers.go:299] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x7614d12f4138c0e2
I0915 00:00:50.369765     280 model_resolver.go:93] Resolving model gemini-3.1-pro-high
I0915 00:00:50.369791     280 model_config_manager.go:327] Propagating selected model override to backend: label="Gemini 3.1 Pro (High)"
I0915 00:00:50.369839     193 quota_manager.go:45] doRefreshQuota: starting reload (force=true)
I0915 00:00:50.369860     303 model_resolver.go:93] Resolving model gemini-3.1-pro-high
I0915 00:00:50.369864     303 model_config_manager.go:327] Propagating selected model override to backend: label="Gemini 3.1 Pro (High)"
I0915 00:00:50.369876     210 experiment_manager.go:56] Starting experiment refresh after login
I0915 00:00:50.391838       1 model_resolver.go:93] Resolving model gemini-3.1-pro-high
I0915 00:00:50.391852       1 conversation_manager.go:451] Starting new conversation (agent=false)
I0915 00:00:50.391874       1 server.go:1142] Creating new cascade trajectory (agentScript=false)
I0915 00:00:50.391902       1 server.go:1145] Conversation using project ID: default-cli-project
I0915 00:00:50.424199       1 server.go:1177] Created conversation a94e320f-73f7-4eeb-88e4-d3c7b5f3649b
I0915 00:00:50.424252       1 server.go:3088] GetConversationDetail: found conversation a94e320f-73f7-4eeb-88e4-d3c7b5f3649b (active=true)
I0915 00:00:50.424675       1 server.go:3088] GetConversationDetail: found conversation a94e320f-73f7-4eeb-88e4-d3c7b5f3649b (active=true)
I0915 00:00:50.424701       1 conversation_manager.go:498] project: switching to conversation belonging to project ID: default-cli-project
I0915 00:00:50.424738       1 server.go:2091] Backend project ID updated dynamically to: default-cli-project
I0915 00:00:50.424745       1 cli_setting_manager.go:218] ApplyProjectPermissionGrants: no grants for project "CLI Project", cleared project permissions
I0915 00:00:50.424752       1 conversation_manager.go:544] project: synced active project to "CLI Project" (id=default-cli-project) from conversation switch
I0915 00:00:50.424761       1 conversation_manager.go:821] Streaming conversation a94e320f-73f7-4eeb-88e4-d3c7b5f3649b
I0915 00:00:50.424780     359 manager.go:1304] Reloading system slash commands and skills
I0915 00:00:50.424793     359 manager.go:1281] Reloading system slash commands
I0915 00:00:50.424798       1 server.go:3088] GetConversationDetail: found conversation a94e320f-73f7-4eeb-88e4-d3c7b5f3649b (active=true)
I0915 00:00:50.425501       1 server.go:1186] Starting conversation update stream for a94e320f-73f7-4eeb-88e4-d3c7b5f3649b
I0915 00:00:50.426425       1 session.go:168] Print mode: conversation=a94e320f-73f7-4eeb-88e4-d3c7b5f3649b, sending message
I0915 00:00:50.426435       1 printmode.go:753] Print mode: slash command expansion disabled
I0915 00:00:50.426468       1 conversation_manager.go:633] Forwarding user message to conversation a94e320f-73f7-4eeb-88e4-d3c7b5f3649b (items=1, media=0)
I0915 00:00:50.426475       1 server.go:1745] Sending user message to conversation a94e320f-73f7-4eeb-88e4-d3c7b5f3649b (items=1, media=0)
I0915 00:00:50.427341     359 manager.go:1285] Slash commands unchanged, skipping update
I0915 00:00:50.427618       1 latency_breakdown.go:142] SEND_USER_CASCADE_MESSAGE_LATENCY latency breakdown: map[active_user_state_latency_ms:0 blocking:false cascade_id:a94e320f-73f7-4eeb-88e4-d3c7b5f3649b cascade_send_latency_ms:0 hydrate_slash_commands_latency_ms:0 load_trajectory_latency_ms:0 media_count:0 media_summaries_latency_ms:0 message_origin:AGENT_MESSAGE_ORIGIN_UNSPECIFIED refresh_browser_state_latency_ms:0 resolve_agent_config_latency_ms:0 save_media_latency_ms:0 saved_media_count:0 status:OK total_latency_ms:1 trajectory_id:1ec57c86-952e-41a7-acc9-30909f53acc0]
I0915 00:00:50.471359     210 server.go:3637] [RemoteControl] Session toggle is off, staying disconnected
I0915 00:00:50.471380     210 server.go:3348] [RemoteControl] Resolved proxyServerURL: ""
I0915 00:00:50.471386     210 experiment_manager.go:60] Experiments refreshed after login
I0915 00:00:50.471440     466 manager.go:1281] Reloading system slash commands
I0915 00:00:50.474527     466 manager.go:1285] Slash commands unchanged, skipping update
W0915 00:00:50.500785     364 declarative_config_loader.go:253] skipping component during resolution: empty component: prompt section "mcp_servers"
W0915 00:00:50.501028     364 declarative_config_loader.go:253] skipping component during resolution: empty component: prompt section "user_rules"
W0915 00:00:50.501036     364 declarative_config_loader.go:253] skipping component during resolution: empty component: prompt section "subagent_reminder"
I0915 00:00:50.553973     193 quota_manager.go:45] doRefreshQuota: starting reload (force=true)
I0915 00:00:50.939385     302 http_helpers.go:299] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x12991a45f2eca5e3
I0915 00:00:50.984955     351 http_helpers.go:299] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xf63ece4a47d39e69 ResponseID: kW6oatz_IPSX28oPq769-AY
I0915 00:00:56.671176     513 http_helpers.go:299] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x63e39f00bc123090 ResponseID: kW6oaofwNMXQvdIP_rPf8AM
I0915 00:01:54.617059       1 streaminput.go:161] Print mode: stream input closed after 1 turn(s)
I0915 00:01:54.617094       1 manager.go:780] CLI store manager shutting down
I0915 00:01:54.617405       1 conversation_manager.go:778] Stopping conversation stream
I0915 00:01:54.617609     360 server.go:1233] Stream goroutine exited for a94e320f-73f7-4eeb-88e4-d3c7b5f3649b, sending completion signal
I0915 00:01:54.617636     360 conversation_manager.go:922] Stream completed for a94e320f-73f7-4eeb-88e4-d3c7b5f3649b, clearing ResponsePending
I0915 00:01:54.617706     896 server.go:2862] Language server shutting down
I0915 00:01:54.617718     896 server.go:2867] Waiting for migrations to complete to prevent partial migration state...
E0915 00:01:54.640095     150 file_watcher.go:194] skipping empty or temp file: 
E0915 00:01:54.640112     150 file_watcher.go:194] skipping empty or temp file: 
E0915 00:01:54.640116     150 file_watcher.go:194] skipping empty or temp file: 
E0915 00:01:54.640118     150 file_watcher.go:194] skipping empty or temp file: 
E0915 00:01:54.640120     150 file_watcher.go:194] skipping empty or temp file: 
