I0914 23:04:04.426480       1 resolver.go:85] Model ID gemini-3.8-flash not in local config, defaulting to CCPA
I0914 23:04:06.578529       1 server.go:2091] Backend project ID updated dynamically to: default-cli-project
I0914 23:04:06.578534       1 cli_setting_manager.go:218] ApplyProjectPermissionGrants: no grants for project "CLI Project", cleared project permissions
I0914 23:04:06.578541       1 conversation_manager.go:544] project: synced active project to "CLI Project" (id=default-cli-project) from conversation switch
I0914 23:04:06.578550       1 conversation_manager.go:821] Streaming conversation f4eeac5c-535c-4a37-ab66-822ac38b7923
I0914 23:04:06.578565     305 manager.go:1304] Reloading system slash commands and skills
I0914 23:04:06.578576     305 manager.go:1281] Reloading system slash commands
I0914 23:04:06.578593       1 server.go:3088] GetConversationDetail: found conversation f4eeac5c-535c-4a37-ab66-822ac38b7923 (active=true)
I0914 23:04:06.578846       1 server.go:1186] Starting conversation update stream for f4eeac5c-535c-4a37-ab66-822ac38b7923
I0914 23:04:06.579679       1 session.go:168] Print mode: conversation=f4eeac5c-535c-4a37-ab66-822ac38b7923, sending message
I0914 23:04:06.579694       1 printmode.go:753] Print mode: slash command expansion disabled
I0914 23:04:06.579734       1 conversation_manager.go:633] Forwarding user message to conversation f4eeac5c-535c-4a37-ab66-822ac38b7923 (items=1, media=0)
I0914 23:04:06.579745       1 server.go:1745] Sending user message to conversation f4eeac5c-535c-4a37-ab66-822ac38b7923 (items=1, media=0)
I0914 23:04:06.581299       1 latency_breakdown.go:142] SEND_USER_CASCADE_MESSAGE_LATENCY latency breakdown: map[active_user_state_latency_ms:0 blocking:false cascade_id:f4eeac5c-535c-4a37-ab66-822ac38b7923 cascade_send_latency_ms:0 hydrate_slash_commands_latency_ms:0 load_trajectory_latency_ms:0 media_count:0 media_summaries_latency_ms:0 message_origin:AGENT_MESSAGE_ORIGIN_UNSPECIFIED refresh_browser_state_latency_ms:0 resolve_agent_config_latency_ms:0 save_media_latency_ms:0 saved_media_count:0 status:OK total_latency_ms:1 trajectory_id:46fba215-8450-4ec6-a8d1-869f7847ba86]
I0914 23:04:06.583088     305 manager.go:1285] Slash commands unchanged, skipping update
W0914 23:04:06.606448     342 declarative_config_loader.go:253] skipping component during resolution: empty component: prompt section "mcp_servers"
W0914 23:04:06.606481     342 declarative_config_loader.go:253] skipping component during resolution: empty component: prompt section "user_rules"
W0914 23:04:06.606483     342 declarative_config_loader.go:253] skipping component during resolution: empty component: prompt section "subagent_reminder"
I0914 23:04:06.633763     203 server.go:3637] [RemoteControl] Session toggle is off, staying disconnected
I0914 23:04:06.633785     203 server.go:3348] [RemoteControl] Resolved proxyServerURL: ""
I0914 23:04:06.633790     203 experiment_manager.go:60] Experiments refreshed after login
I0914 23:04:06.633827     203 experiment_manager.go:56] Starting experiment refresh after login
I0914 23:04:06.633918     431 manager.go:1281] Reloading system slash commands
I0914 23:04:06.636981     431 manager.go:1285] Slash commands unchanged, skipping update
I0914 23:04:06.701935     202 quota_manager.go:45] doRefreshQuota: starting reload (force=true)
I0914 23:04:06.785314     203 server.go:3637] [RemoteControl] Session toggle is off, staying disconnected
I0914 23:04:06.785355     203 server.go:3348] [RemoteControl] Resolved proxyServerURL: ""
I0914 23:04:06.785362     203 experiment_manager.go:60] Experiments refreshed after login
I0914 23:04:06.785404     579 manager.go:1281] Reloading system slash commands
I0914 23:04:06.788506     579 manager.go:1285] Slash commands unchanged, skipping update
I0914 23:04:06.972937     301 http_helpers.go:299] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xa70173f97a0843f7
I0914 23:04:07.149773     328 http_helpers.go:299] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xfe920b00222b79c0 ResponseID: RWGoaoTXLaCRvdIPyIm0OA
I0914 23:04:09.231355     522 http_helpers.go:299] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xe90f0d776d511ac7 ResponseID: RWGoap6KMZGlxN8PpNey6Q8
I0914 23:06:34.467980       1 streaminput.go:161] Print mode: stream input closed after 1 turn(s)
I0914 23:06:34.468019       1 manager.go:780] CLI store manager shutting down
I0914 23:06:34.468270       1 conversation_manager.go:778] Stopping conversation stream
I0914 23:06:34.468420     338 server.go:1233] Stream goroutine exited for f4eeac5c-535c-4a37-ab66-822ac38b7923, sending completion signal
I0914 23:06:34.468438     338 conversation_manager.go:922] Stream completed for f4eeac5c-535c-4a37-ab66-822ac38b7923, clearing ResponsePending
I0914 23:06:34.468522    1083 server.go:2862] Language server shutting down
I0914 23:06:34.468532    1083 server.go:2867] Waiting for migrations to complete to prevent partial migration state...
E0914 23:06:34.491513      90 file_watcher.go:194] skipping empty or temp file: 
E0914 23:06:34.491531      90 file_watcher.go:194] skipping empty or temp file: 
E0914 23:06:34.491536      90 file_watcher.go:194] skipping empty or temp file: 
