I0915 00:42:45.969484       1 resolver.go:85] Model ID gemini-3.1-pro-high not in local config, defaulting to CCPA
I0915 00:42:48.383875       1 session.go:168] Print mode: conversation=d0d25cab-a8e1-4e84-9ce9-5123649c4c9d, sending message
I0915 00:42:48.383888       1 printmode.go:753] Print mode: slash command expansion disabled
I0915 00:42:48.383918       1 conversation_manager.go:633] Forwarding user message to conversation d0d25cab-a8e1-4e84-9ce9-5123649c4c9d (items=1, media=0)
I0915 00:42:48.383926       1 server.go:1745] Sending user message to conversation d0d25cab-a8e1-4e84-9ce9-5123649c4c9d (items=1, media=0)
I0915 00:42:48.385234       1 latency_breakdown.go:142] SEND_USER_CASCADE_MESSAGE_LATENCY latency breakdown: map[active_user_state_latency_ms:0 blocking:false cascade_id:d0d25cab-a8e1-4e84-9ce9-5123649c4c9d cascade_send_latency_ms:0 hydrate_slash_commands_latency_ms:0 load_trajectory_latency_ms:0 media_count:0 media_summaries_latency_ms:0 message_origin:AGENT_MESSAGE_ORIGIN_UNSPECIFIED refresh_browser_state_latency_ms:0 resolve_agent_config_latency_ms:0 save_media_latency_ms:0 saved_media_count:0 status:OK total_latency_ms:1 trajectory_id:0c1d3533-a3de-49fa-af55-20f411626bc1]
W0915 00:42:48.408178     405 declarative_config_loader.go:253] skipping component during resolution: empty component: prompt section "mcp_servers"
W0915 00:42:48.408202     405 declarative_config_loader.go:253] skipping component during resolution: empty component: prompt section "user_rules"
W0915 00:42:48.408206     405 declarative_config_loader.go:253] skipping component during resolution: empty component: prompt section "subagent_reminder"
I0915 00:42:48.438218     226 server.go:3637] [RemoteControl] Session toggle is off, staying disconnected
I0915 00:42:48.438236     226 server.go:3348] [RemoteControl] Resolved proxyServerURL: ""
I0915 00:42:48.438242     226 experiment_manager.go:60] Experiments refreshed after login
I0915 00:42:48.438287     226 experiment_manager.go:56] Starting experiment refresh after login
I0915 00:42:48.438378     480 manager.go:1281] Reloading system slash commands
I0915 00:42:48.441375     480 manager.go:1285] Slash commands unchanged, skipping update
I0915 00:42:48.515209     226 server.go:3637] [RemoteControl] Session toggle is off, staying disconnected
I0915 00:42:48.515223     226 server.go:3348] [RemoteControl] Resolved proxyServerURL: ""
I0915 00:42:48.515227     226 experiment_manager.go:60] Experiments refreshed after login
I0915 00:42:48.515269     568 manager.go:1281] Reloading system slash commands
I0915 00:42:48.518579     568 manager.go:1285] Slash commands unchanged, skipping update
I0915 00:42:48.628840     129 quota_manager.go:45] doRefreshQuota: starting reload (force=true)
I0915 00:42:48.920844     339 http_helpers.go:299] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xf7ee2004b5c98039
I0915 00:42:49.208531     393 http_helpers.go:299] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xdad86ef733b6ddf2 ResponseID: Z3ioaqCYKNa0vdIP_4XhYQ
I0915 00:42:54.927798     534 http_helpers.go:299] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xd82312239f17c365 ResponseID: Z3ioatKwKYeVvdIPurXvoAk
I0915 00:44:31.692244       1 streaminput.go:161] Print mode: stream input closed after 1 turn(s)
I0915 00:44:31.692282       1 manager.go:780] CLI store manager shutting down
I0915 00:44:31.692524       1 conversation_manager.go:778] Stopping conversation stream
I0915 00:44:31.692673     369 server.go:1233] Stream goroutine exited for d0d25cab-a8e1-4e84-9ce9-5123649c4c9d, sending completion signal
I0915 00:44:31.692688     369 conversation_manager.go:922] Stream completed for d0d25cab-a8e1-4e84-9ce9-5123649c4c9d, clearing ResponsePending
I0915 00:44:31.692751    1012 server.go:2862] Language server shutting down
I0915 00:44:31.692762    1012 server.go:2867] Waiting for migrations to complete to prevent partial migration state...
E0915 00:44:31.718952     150 file_watcher.go:194] skipping empty or temp file: 
