I0914 21:14:33.605917       1 resolver.go:85] Model ID gemini-3.1-pro-high not in local config, defaulting to CCPA
W0914 21:14:33.857040     247 cache.go:163] Failed to refresh cache in background: admin controls not applicable
E0914 21:14:34.297099     146 browser_context.go:179] failed to install playwright: could not install driver: could not install driver: error: got non 200 status code: 404 (404 Not Found) from https://playwright.azureedge.net/builds/driver/playwright-1.57.0-linux.zip
error: got non 200 status code: 404 (404 Not Found) from https://playwright-akamai.azureedge.net/builds/driver/playwright-1.57.0-linux.zip
error: got non 200 status code: 404 (404 Not Found) from https://playwright-verizon.azureedge.net/builds/driver/playwright-1.57.0-linux.zip
I0914 21:14:34.434601     136 http_helpers.go:299] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xa2823f9e4336b52f
I0914 21:14:34.836889     166 http_helpers.go:299] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x133f966586297d97
I0914 21:14:34.845479       1 model_resolver.go:93] Resolving model gemini-3.1-pro-high
I0914 21:14:34.845505       1 model_config_manager.go:327] Propagating selected model override to backend: label="Gemini 3.1 Pro (High)"
I0914 21:14:34.845547       1 printmode.go:367] Print mode: silent auth succeeded
I0914 21:14:34.845566     227 quota_manager.go:45] doRefreshQuota: starting reload (force=true)
I0914 21:14:34.845585     228 experiment_manager.go:56] Starting experiment refresh after login
I0914 21:14:34.944686     228 server.go:3637] [RemoteControl] Session toggle is off, staying disconnected
I0914 21:14:34.944708     228 server.go:3348] [RemoteControl] Resolved proxyServerURL: ""
I0914 21:14:34.944713     228 experiment_manager.go:60] Experiments refreshed after login
I0914 21:14:34.944751     311 manager.go:1281] Reloading system slash commands
I0914 21:14:35.320919     297 http_helpers.go:299] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x48ad550e1a15af9a
I0914 21:14:35.728387     297 http_helpers.go:299] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xbf4e671e6ca4f5c3
I0914 21:14:35.851489     297 model_resolver.go:93] Resolving model gemini-3.1-pro-high
I0914 21:14:35.851512     297 model_config_manager.go:327] Propagating selected model override to backend: label="Gemini 3.1 Pro (High)"
I0914 21:14:35.851549     227 quota_manager.go:45] doRefreshQuota: starting reload (force=true)
I0914 21:14:35.851576      23 model_resolver.go:93] Resolving model gemini-3.1-pro-high
I0914 21:14:35.851579      23 model_config_manager.go:327] Propagating selected model override to backend: label="Gemini 3.1 Pro (High)"
I0914 21:14:35.851590     228 experiment_manager.go:56] Starting experiment refresh after login
I0914 21:14:35.895750       1 model_resolver.go:93] Resolving model gemini-3.1-pro-high
I0914 21:14:35.895770       1 conversation_manager.go:451] Starting new conversation (agent=false)
I0914 21:14:35.895779       1 server.go:1142] Creating new cascade trajectory (agentScript=false)
I0914 21:14:35.895783       1 server.go:1145] Conversation using project ID: default-cli-project
I0914 21:14:35.943805       1 server.go:1177] Created conversation 7a6c4ab3-125b-4c05-ad46-e0c54d6a45c8
I0914 21:14:35.943900       1 server.go:3088] GetConversationDetail: found conversation 7a6c4ab3-125b-4c05-ad46-e0c54d6a45c8 (active=true)
I0914 21:14:35.944442       1 server.go:3088] GetConversationDetail: found conversation 7a6c4ab3-125b-4c05-ad46-e0c54d6a45c8 (active=true)
I0914 21:14:35.944471       1 conversation_manager.go:498] project: switching to conversation belonging to project ID: default-cli-project
I0914 21:14:35.944508       1 server.go:2091] Backend project ID updated dynamically to: default-cli-project
I0914 21:14:35.944513       1 cli_setting_manager.go:218] ApplyProjectPermissionGrants: no grants for project "CLI Project", cleared project permissions
I0914 21:14:35.944519       1 conversation_manager.go:544] project: synced active project to "CLI Project" (id=default-cli-project) from conversation switch
I0914 21:14:35.944542       1 conversation_manager.go:821] Streaming conversation 7a6c4ab3-125b-4c05-ad46-e0c54d6a45c8
I0914 21:14:35.944574     360 manager.go:1304] Reloading system slash commands and skills
I0914 21:14:35.944592     360 manager.go:1281] Reloading system slash commands
I0914 21:14:35.944586       1 server.go:3088] GetConversationDetail: found conversation 7a6c4ab3-125b-4c05-ad46-e0c54d6a45c8 (active=true)
I0914 21:14:35.945032       1 server.go:1186] Starting conversation update stream for 7a6c4ab3-125b-4c05-ad46-e0c54d6a45c8
I0914 21:14:35.945070       1 session.go:168] Print mode: conversation=7a6c4ab3-125b-4c05-ad46-e0c54d6a45c8, sending message
I0914 21:14:35.945082       1 printmode.go:753] Print mode: slash command expansion disabled
I0914 21:14:35.945135       1 conversation_manager.go:633] Forwarding user message to conversation 7a6c4ab3-125b-4c05-ad46-e0c54d6a45c8 (items=1, media=0)
I0914 21:14:35.945145       1 server.go:1745] Sending user message to conversation 7a6c4ab3-125b-4c05-ad46-e0c54d6a45c8 (items=1, media=0)
I0914 21:14:35.945492     361 manager.go:521] Ignoring IDLE update because we are waiting for RUNNING
I0914 21:14:35.946607       1 latency_breakdown.go:142] SEND_USER_CASCADE_MESSAGE_LATENCY latency breakdown: map[active_user_state_latency_ms:0 blocking:false cascade_id:7a6c4ab3-125b-4c05-ad46-e0c54d6a45c8 cascade_send_latency_ms:0 hydrate_slash_commands_latency_ms:0 load_trajectory_latency_ms:0 media_count:0 media_summaries_latency_ms:0 message_origin:AGENT_MESSAGE_ORIGIN_UNSPECIFIED refresh_browser_state_latency_ms:0 resolve_agent_config_latency_ms:0 save_media_latency_ms:0 saved_media_count:0 status:OK total_latency_ms:1 trajectory_id:f1541ca3-5d8c-4920-8d8c-cf2a2f6e8cb4]
I0914 21:14:35.948321     360 manager.go:1285] Slash commands unchanged, skipping update
W0914 21:14:35.964184     347 declarative_config_loader.go:253] skipping component during resolution: empty component: prompt section "mcp_servers"
W0914 21:14:35.964213     347 declarative_config_loader.go:253] skipping component during resolution: empty component: prompt section "user_rules"
W0914 21:14:35.964222     347 declarative_config_loader.go:253] skipping component during resolution: empty component: prompt section "subagent_reminder"
I0914 21:14:35.967883     228 server.go:3637] [RemoteControl] Session toggle is off, staying disconnected
I0914 21:14:35.967899     228 server.go:3348] [RemoteControl] Resolved proxyServerURL: ""
I0914 21:14:35.967903     228 experiment_manager.go:60] Experiments refreshed after login
I0914 21:14:35.967943     514 manager.go:1281] Reloading system slash commands
I0914 21:14:35.972485     514 manager.go:1285] Slash commands unchanged, skipping update
I0914 21:14:36.021659     227 quota_manager.go:45] doRefreshQuota: starting reload (force=true)
I0914 21:14:36.232250     364 http_helpers.go:299] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse
I0914 21:14:36.325799     494 http_helpers.go:299] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse
I0914 21:14:36.350424       1 manager.go:780] CLI store manager shutting down
I0914 21:14:36.350659       1 conversation_manager.go:778] Stopping conversation stream
I0914 21:14:36.350805     361 server.go:1233] Stream goroutine exited for 7a6c4ab3-125b-4c05-ad46-e0c54d6a45c8, sending completion signal
I0914 21:14:36.350818     361 conversation_manager.go:922] Stream completed for 7a6c4ab3-125b-4c05-ad46-e0c54d6a45c8, clearing ResponsePending
I0914 21:14:36.350898     549 server.go:2862] Language server shutting down
I0914 21:14:36.350906     549 server.go:2867] Waiting for migrations to complete to prevent partial migration state...
E0914 21:14:36.379840     190 file_watcher.go:194] skipping empty or temp file: 
E0914 21:14:36.379859     190 file_watcher.go:194] skipping empty or temp file: 
I0914 21:14:36.489393      22 http_helpers.go:299] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x88bc2cf546f9fa80
