I0914 21:31:25.270415       1 resolver.go:85] Model ID gemini-3.1-pro-high not in local config, defaulting to CCPA
W0914 21:31:25.477653      36 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
E0914 21:31:25.477713      36 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
I0914 21:31:25.479170     166 manager.go:88] Migration [MIGRATION_ID_SIDECAR_USER_CONFIG_BYPASS] is disabled, skipping entirely
I0914 21:31:25.479212     166 manager.go:91] Migration [MIGRATION_ID_SANITY_CHECK_PROJECT_URIS] is enabled
I0914 21:31:25.479272     166 manager.go:100] Migration [MIGRATION_ID_SANITY_CHECK_PROJECT_URIS] already has status MIGRATION_STATUS_COMPLETED, skipping
I0914 21:31:25.479284     166 manager.go:91] Migration [MIGRATION_ID_PLUGIN_ENABLEMENT] is enabled
I0914 21:31:25.479327     166 manager.go:100] Migration [MIGRATION_ID_PLUGIN_ENABLEMENT] already has status MIGRATION_STATUS_COMPLETED, skipping
I0914 21:31:25.479332     166 manager.go:91] Migration [MIGRATION_ID_BUILTIN_SIDECARS_TO_PLUGINS] is enabled
I0914 21:31:25.479377     166 manager.go:100] Migration [MIGRATION_ID_BUILTIN_SIDECARS_TO_PLUGINS] already has status MIGRATION_STATUS_COMPLETED, skipping
I0914 21:31:25.479384     166 manager.go:88] Migration [MIGRATION_ID_LIN_BUILTIN_TO_MARKETPLACE] is disabled, skipping entirely
I0914 21:31:25.488771      36 server.go:3003] Auth succeeded, refreshing features and managers
W0914 21:31:25.488883      36 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
E0914 21:31:25.488970      36 errorreport.go:224] error getting token source: You are not logged into Antigravity.
E0914 21:31:25.489192      36 errorreport.go:224] Failed to poll ListExperiments: error getting token source: You are not logged into Antigravity.
I0914 21:31:25.489259      36 server.go:3009] State refresh took 0ms
I0914 21:31:25.489266      36 server.go:3019] [RemoteControl] Subscription callback triggered.
I0914 21:31:25.489349      36 server.go:3022] [RemoteControl] RemoteControlEnabled value: false
I0914 21:31:25.489354      36 server.go:3637] [RemoteControl] Session toggle is off, staying disconnected
I0914 21:31:25.489358      36 server.go:3348] [RemoteControl] Resolved proxyServerURL: ""
I0914 21:31:25.489400      36 profiler.go:231] Continuous pprof profiling is disabled.
I0914 21:31:25.489743      36 server.go:2505] initialized server successfully in 219.132058ms
I0914 21:31:25.489770     172 manager.go:88] Migration [MIGRATION_ID_SIDECAR_USER_CONFIG_BYPASS] is disabled, skipping entirely
I0914 21:31:25.489799     172 manager.go:91] Migration [MIGRATION_ID_SANITY_CHECK_PROJECT_URIS] is enabled
I0914 21:31:25.489871     172 manager.go:100] Migration [MIGRATION_ID_SANITY_CHECK_PROJECT_URIS] already has status MIGRATION_STATUS_COMPLETED, skipping
I0914 21:31:25.489880     172 manager.go:91] Migration [MIGRATION_ID_PLUGIN_ENABLEMENT] is enabled
I0914 21:31:25.489925     172 manager.go:100] Migration [MIGRATION_ID_PLUGIN_ENABLEMENT] already has status MIGRATION_STATUS_COMPLETED, skipping
I0914 21:31:25.489932     172 manager.go:91] Migration [MIGRATION_ID_BUILTIN_SIDECARS_TO_PLUGINS] is enabled
I0914 21:31:25.489968     172 manager.go:100] Migration [MIGRATION_ID_BUILTIN_SIDECARS_TO_PLUGINS] already has status MIGRATION_STATUS_COMPLETED, skipping
I0914 21:31:25.489973     172 manager.go:88] Migration [MIGRATION_ID_LIN_BUILTIN_TO_MARKETPLACE] is disabled, skipping entirely
W0914 21:31:25.490059     175 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
E0914 21:31:25.490143     175 errorreport.go:224] error getting token source: You are not logged into Antigravity.
I0914 21:31:25.490141       1 auto_updater.go:252] Last check was less than 15 minutes ago, skipping update (fast path)
W0914 21:31:25.490232     175 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
I0914 21:31:25.490248       1 common.go:150] Launching CLI mode
E0914 21:31:25.490268     175 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
E0914 21:31:25.490278       1 launchsteps.go:84] Failed to resolve GeminiDir ".gemini": .gemini must be an absolute path: path is not absolute, falling back to default
I0914 21:31:25.490301       1 common.go:172] CLI app data directory: /home/alexi/.gemini/antigravity-cli
I0914 21:31:25.490327       1 server.go:299] Creating CLI server backend: product=antigravity workspaceDirs=[/tmp/literary-model-3emh1u9n] appDataDir=/home/alexi/.gemini/antigravity-cli cascadeManager=true codeAssist=true
I0914 21:31:25.490371       1 composite_token_storage.go:123] Using file-based token storage because WSL environment detected
I0914 21:31:25.490385       1 auth_provider.go:763] [AuthProvider] SetEnableBusinessLogin called with enable: true
W0914 21:31:25.490527     194 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
E0914 21:31:25.490567     194 errorreport.go:224] error getting token source: You are not logged into Antigravity.
W0914 21:31:25.490656     194 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
E0914 21:31:25.490681     194 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
I0914 21:31:25.491508       1 server.go:2091] Backend project ID updated dynamically to: default-cli-project
I0914 21:31:25.491520       1 analytics.go:179] CLI startup completed (took 222.16334ms)
I0914 21:31:25.491546       1 printmode.go:174] Print mode: starting (promptLength=3811, model="gemini-3.1-pro-high", conversationID="")
W0914 21:31:25.491547     210 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
I0914 21:31:25.491559       1 manager.go:426] Initializing CLI store manager for workspace /tmp/literary-model-3emh1u9n
E0914 21:31:25.491577     210 errorreport.go:224] error getting token source: You are not logged into Antigravity.
W0914 21:31:25.491746     210 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
E0914 21:31:25.491788     210 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
I0914 21:31:25.491809       1 cli_setting_manager.go:79] config.json not found or unreadable, using CLI settings only: open /home/alexi/.gemini/config/config.json: no such file or directory
I0914 21:31:25.491834       1 cli_setting_manager.go:92] CLI settings initialized: permissions=<nil>, toolPermission=request-review
W0914 21:31:25.491890     210 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
E0914 21:31:25.491916     210 errorreport.go:224] error getting token source: You are not logged into Antigravity.
I0914 21:31:25.491980       1 hooks_manager.go:53] loaded 0 named hooks from 0 hooks.json file(s)
W0914 21:31:25.491988     210 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
E0914 21:31:25.492020     210 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
W0914 21:31:25.492176     210 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
E0914 21:31:25.492222     210 errorreport.go:224] error getting token source: You are not logged into Antigravity.
W0914 21:31:25.492294     210 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
E0914 21:31:25.492345     210 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
W0914 21:31:25.492498     210 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
E0914 21:31:25.492527     210 errorreport.go:224] error getting token source: You are not logged into Antigravity.
W0914 21:31:25.492587     210 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
E0914 21:31:25.492603     210 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
I0914 21:31:25.491993       1 manager.go:600] CLI store manager initialized successfully
I0914 21:31:25.492665       1 session.go:68] Print mode: --dangerously-skip-permissions set, auto-approving all tool permissions
I0914 21:31:25.492719       1 session.go:77] Print mode: enabling terminal sandbox for this session
I0914 21:31:25.492730       1 printmode.go:715] Print mode: applying agent mode plan
I0914 21:31:25.492736       1 manager.go:1352] SetCycleMode called: plan
I0914 21:31:25.492754       1 printmode.go:365] Print mode: not authenticated, trying silent auth
I0914 21:31:25.492904     235 keyring.go:64] keyringAuth: loaded token, expiry=2026-09-14 21:57:12.305865179 +0200 CEST expired=false
I0914 21:31:25.492983       1 auth.go:148] ChainedAuth: authenticated via keyring (effective: keyring)
I0914 21:31:25.492989       1 server_oauth.go:192] applyAuthResult: email=alexisinwork@gmail.com, authMethod=consumer, quotaProject=
I0914 21:31:25.492993       1 server_oauth.go:197] OAuth: authenticated successfully as alexisinwork@gmail.com
I0914 21:31:25.492996       1 server_oauth.go:203] b.codeAssistClient.AuthProvider (0x3c74062fa1e0) is same as b.cliAuth (0x3c74062fa1e0)
W0914 21:31:25.493396     264 cache.go:163] Failed to refresh cache in background: admin controls not applicable
W0914 21:31:25.493459     241 cache.go:163] Failed to refresh cache in background: admin controls not applicable
I0914 21:31:25.977474       1 http_helpers.go:299] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x7cf4b4b8a2896ee0
E0914 21:31:26.239580      79 browser_context.go:179] failed to install playwright: could not install driver: could not install driver: error: got non 200 status code: 404 (404 Not Found) from https://playwright.azureedge.net/builds/driver/playwright-1.57.0-linux.zip
error: got non 200 status code: 404 (404 Not Found) from https://playwright-akamai.azureedge.net/builds/driver/playwright-1.57.0-linux.zip
error: got non 200 status code: 404 (404 Not Found) from https://playwright-verizon.azureedge.net/builds/driver/playwright-1.57.0-linux.zip
I0914 21:31:26.381580       1 http_helpers.go:299] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x33b679607e44f365
I0914 21:31:26.390621       1 model_resolver.go:93] Resolving model gemini-3.1-pro-high
I0914 21:31:26.390662       1 model_config_manager.go:327] Propagating selected model override to backend: label="Gemini 3.1 Pro (High)"
I0914 21:31:26.390727       1 printmode.go:367] Print mode: silent auth succeeded
I0914 21:31:26.390803     221 quota_manager.go:45] doRefreshQuota: starting reload (force=true)
I0914 21:31:26.390808     222 experiment_manager.go:56] Starting experiment refresh after login
I0914 21:31:26.517276     222 server.go:3637] [RemoteControl] Session toggle is off, staying disconnected
I0914 21:31:26.517328     222 server.go:3348] [RemoteControl] Resolved proxyServerURL: ""
I0914 21:31:26.517336     222 experiment_manager.go:60] Experiments refreshed after login
I0914 21:31:26.517381     323 manager.go:1281] Reloading system slash commands
I0914 21:31:26.805153     306 http_helpers.go:299] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x839c3149913fa868
I0914 21:31:27.268497     306 http_helpers.go:299] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x1ca140f9228055e0
I0914 21:31:27.356414     306 model_resolver.go:93] Resolving model gemini-3.1-pro-high
I0914 21:31:27.356483     306 model_config_manager.go:327] Propagating selected model override to backend: label="Gemini 3.1 Pro (High)"
I0914 21:31:27.356581     222 experiment_manager.go:56] Starting experiment refresh after login
I0914 21:31:27.356622     221 quota_manager.go:45] doRefreshQuota: starting reload (force=true)
I0914 21:31:27.356724      26 model_resolver.go:93] Resolving model gemini-3.1-pro-high
I0914 21:31:27.356740      26 model_config_manager.go:327] Propagating selected model override to backend: label="Gemini 3.1 Pro (High)"
I0914 21:31:27.391069       1 model_resolver.go:93] Resolving model gemini-3.1-pro-high
I0914 21:31:27.391117       1 conversation_manager.go:451] Starting new conversation (agent=false)
I0914 21:31:27.391141       1 server.go:1142] Creating new cascade trajectory (agentScript=false)
I0914 21:31:27.391146       1 server.go:1145] Conversation using project ID: default-cli-project
I0914 21:31:27.417919     222 server.go:3637] [RemoteControl] Session toggle is off, staying disconnected
I0914 21:31:27.417936     222 server.go:3348] [RemoteControl] Resolved proxyServerURL: ""
I0914 21:31:27.417942     222 experiment_manager.go:60] Experiments refreshed after login
I0914 21:31:27.417982     222 experiment_manager.go:56] Starting experiment refresh after login
I0914 21:31:27.418070     359 manager.go:1281] Reloading system slash commands
I0914 21:31:27.423667       1 server.go:1177] Created conversation 4a3047ff-4054-4038-8ad7-fc2b87149e37
I0914 21:31:27.423753       1 server.go:3088] GetConversationDetail: found conversation 4a3047ff-4054-4038-8ad7-fc2b87149e37 (active=true)
I0914 21:31:27.424280       1 server.go:3088] GetConversationDetail: found conversation 4a3047ff-4054-4038-8ad7-fc2b87149e37 (active=true)
I0914 21:31:27.424345       1 conversation_manager.go:498] project: switching to conversation belonging to project ID: default-cli-project
I0914 21:31:27.424424       1 server.go:2091] Backend project ID updated dynamically to: default-cli-project
I0914 21:31:27.424435       1 cli_setting_manager.go:218] ApplyProjectPermissionGrants: no grants for project "CLI Project", cleared project permissions
I0914 21:31:27.424442       1 conversation_manager.go:544] project: synced active project to "CLI Project" (id=default-cli-project) from conversation switch
I0914 21:31:27.424467       1 conversation_manager.go:821] Streaming conversation 4a3047ff-4054-4038-8ad7-fc2b87149e37
I0914 21:31:27.424491     311 manager.go:1304] Reloading system slash commands and skills
I0914 21:31:27.424504     311 manager.go:1281] Reloading system slash commands
I0914 21:31:27.424528       1 server.go:3088] GetConversationDetail: found conversation 4a3047ff-4054-4038-8ad7-fc2b87149e37 (active=true)
I0914 21:31:27.424658     359 manager.go:1285] Slash commands unchanged, skipping update
I0914 21:31:27.424997       1 server.go:1186] Starting conversation update stream for 4a3047ff-4054-4038-8ad7-fc2b87149e37
I0914 21:31:27.425032       1 session.go:168] Print mode: conversation=4a3047ff-4054-4038-8ad7-fc2b87149e37, sending message
I0914 21:31:27.425048       1 manager.go:1281] Reloading system slash commands
I0914 21:31:27.429116       1 manager.go:1285] Slash commands unchanged, skipping update
I0914 21:31:27.429138       1 printmode.go:776] Print mode: expanded slash command "plan" (system)
I0914 21:31:27.429182       1 conversation_manager.go:633] Forwarding user message to conversation 4a3047ff-4054-4038-8ad7-fc2b87149e37 (items=2, media=0)
I0914 21:31:27.429191       1 server.go:1745] Sending user message to conversation 4a3047ff-4054-4038-8ad7-fc2b87149e37 (items=2, media=0)
I0914 21:31:27.429340     311 manager.go:1285] Slash commands unchanged, skipping update
I0914 21:31:27.430960       1 latency_breakdown.go:142] SEND_USER_CASCADE_MESSAGE_LATENCY latency breakdown: map[active_user_state_latency_ms:0 blocking:false cascade_id:4a3047ff-4054-4038-8ad7-fc2b87149e37 cascade_send_latency_ms:0 hydrate_slash_commands_latency_ms:0 load_trajectory_latency_ms:0 media_count:0 media_summaries_latency_ms:0 message_origin:AGENT_MESSAGE_ORIGIN_UNSPECIFIED refresh_browser_state_latency_ms:0 resolve_agent_config_latency_ms:0 save_media_latency_ms:0 saved_media_count:0 status:OK total_latency_ms:1 trajectory_id:5485e62a-cfcd-4987-bcda-d24a4b99f18c]
W0914 21:31:27.471426     320 declarative_config_loader.go:253] skipping component during resolution: empty component: prompt section "mcp_servers"
W0914 21:31:27.471448     320 declarative_config_loader.go:253] skipping component during resolution: empty component: prompt section "user_rules"
W0914 21:31:27.471451     320 declarative_config_loader.go:253] skipping component during resolution: empty component: prompt section "subagent_reminder"
I0914 21:31:27.485984     222 server.go:3637] [RemoteControl] Session toggle is off, staying disconnected
I0914 21:31:27.486002     222 server.go:3348] [RemoteControl] Resolved proxyServerURL: ""
I0914 21:31:27.486008     222 experiment_manager.go:60] Experiments refreshed after login
I0914 21:31:27.486042     539 manager.go:1281] Reloading system slash commands
I0914 21:31:27.496432     539 manager.go:1285] Slash commands unchanged, skipping update
I0914 21:31:27.519414     221 quota_manager.go:45] doRefreshQuota: starting reload (force=true)
I0914 21:31:27.792951      25 http_helpers.go:299] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x121fcede78e3f95e
I0914 21:31:28.132906     380 http_helpers.go:299] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x3b4f9c34d50bcbdc ResponseID: jkuoaoGxKdW7vdIPkL2JoQQ
I0914 21:31:32.811087     542 http_helpers.go:299] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x3e6b4d8a7d29538e ResponseID: jkuoatT7LaufxN8Phu6s8AM
I0914 21:31:39.457186      94 http_helpers.go:299] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x987a7341408b9b71 ResponseID: l0uoas6_GKaIvdIPsKLfoQs
I0914 21:31:43.240336     680 http_helpers.go:299] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xa288588c5b885188 ResponseID: mkuoas7bOb7dxs0PmYfe6AQ
I0914 21:31:43.385629       1 manager.go:780] CLI store manager shutting down
I0914 21:31:43.385855       1 conversation_manager.go:778] Stopping conversation stream
I0914 21:31:43.385990     312 server.go:1233] Stream goroutine exited for 4a3047ff-4054-4038-8ad7-fc2b87149e37, sending completion signal
I0914 21:31:43.386001     312 conversation_manager.go:922] Stream completed for 4a3047ff-4054-4038-8ad7-fc2b87149e37, clearing ResponsePending
I0914 21:31:43.386197     659 server.go:2862] Language server shutting down
I0914 21:31:43.386208     659 server.go:2867] Waiting for migrations to complete to prevent partial migration state...
E0914 21:31:43.395831     161 file_watcher.go:194] skipping empty or temp file: 
E0914 21:31:43.395846     161 file_watcher.go:194] skipping empty or temp file: 
E0914 21:31:43.395849     161 file_watcher.go:194] skipping empty or temp file: 
E0914 21:31:43.395851     161 file_watcher.go:194] skipping empty or temp file: 
E0914 21:31:43.395853     161 file_watcher.go:194] skipping empty or temp file: 
E0914 21:31:43.395855     161 file_watcher.go:194] skipping empty or temp file: 
E0914 21:31:43.395857     161 file_watcher.go:194] skipping empty or temp file: 
E0914 21:31:43.395859     161 file_watcher.go:194] skipping empty or temp file: 
