I0915 00:17:11.880303       1 resolver.go:85] Model ID gemini-3.8-flash not in local config, defaulting to CCPA
E0915 00:17:12.142521      10 errorreport.go:224] error getting token source: You are not logged into Antigravity.
W0915 00:17:12.142609      10 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
E0915 00:17:12.142636      10 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
W0915 00:17:12.142763      10 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
E0915 00:17:12.142784      10 errorreport.go:224] error getting token source: You are not logged into Antigravity.
W0915 00:17:12.142858      10 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
E0915 00:17:12.142884      10 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
W0915 00:17:12.143351      10 launchmanager.go:69] Entering local chrome mode! This is WRONG unless you are running tests or in eval mode on Linux.
W0915 00:17:12.143670      10 defaults.go:778] failed to get cs path: cs path /usr/bin/cs invalid
I0915 00:17:12.143722      10 manager.go:108] Creating trajectory store manager with proto store and SQLite store
W0915 00:17:12.145722      10 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
E0915 00:17:12.145759      10 errorreport.go:224] error getting token source: You are not logged into Antigravity.
W0915 00:17:12.145836      10 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
E0915 00:17:12.145862      10 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
I0915 00:17:12.148268      84 store_client.go:730] summary store: reconciliation complete, synced 55 records
W0915 00:17:12.148410      84 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
E0915 00:17:12.148434      84 errorreport.go:224] error getting token source: You are not logged into Antigravity.
W0915 00:17:12.148505      84 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
E0915 00:17:12.148559      84 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
W0915 00:17:12.148656      40 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
E0915 00:17:12.148684      40 errorreport.go:224] error getting token source: You are not logged into Antigravity.
W0915 00:17:12.148765      40 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
E0915 00:17:12.148780      40 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
I0915 00:17:12.149267     167 manager.go:88] Migration [MIGRATION_ID_SIDECAR_USER_CONFIG_BYPASS] is disabled, skipping entirely
I0915 00:17:12.149293     167 manager.go:91] Migration [MIGRATION_ID_SANITY_CHECK_PROJECT_URIS] is enabled
I0915 00:17:12.149380     167 manager.go:100] Migration [MIGRATION_ID_SANITY_CHECK_PROJECT_URIS] already has status MIGRATION_STATUS_COMPLETED, skipping
I0915 00:17:12.149389     167 manager.go:91] Migration [MIGRATION_ID_PLUGIN_ENABLEMENT] is enabled
I0915 00:17:12.149488     167 manager.go:100] Migration [MIGRATION_ID_PLUGIN_ENABLEMENT] already has status MIGRATION_STATUS_COMPLETED, skipping
I0915 00:17:12.149496     167 manager.go:91] Migration [MIGRATION_ID_BUILTIN_SIDECARS_TO_PLUGINS] is enabled
I0915 00:17:12.149604     167 manager.go:100] Migration [MIGRATION_ID_BUILTIN_SIDECARS_TO_PLUGINS] already has status MIGRATION_STATUS_COMPLETED, skipping
I0915 00:17:12.149619     167 manager.go:88] Migration [MIGRATION_ID_LIN_BUILTIN_TO_MARKETPLACE] is disabled, skipping entirely
I0915 00:17:12.157755      10 server.go:3003] Auth succeeded, refreshing features and managers
W0915 00:17:12.157795      10 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
E0915 00:17:12.157815      10 errorreport.go:224] error getting token source: You are not logged into Antigravity.
E0915 00:17:12.157947      10 errorreport.go:224] Failed to poll ListExperiments: error getting token source: You are not logged into Antigravity.
I0915 00:17:12.157987      10 server.go:3009] State refresh took 0ms
I0915 00:17:12.157991      10 server.go:3019] [RemoteControl] Subscription callback triggered.
I0915 00:17:12.158034      10 server.go:3022] [RemoteControl] RemoteControlEnabled value: false
I0915 00:17:12.158037      10 server.go:3637] [RemoteControl] Session toggle is off, staying disconnected
I0915 00:17:12.158044      10 server.go:3348] [RemoteControl] Resolved proxyServerURL: ""
W0915 00:17:12.158044     168 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
E0915 00:17:12.158064     168 errorreport.go:224] error getting token source: You are not logged into Antigravity.
I0915 00:17:12.158085      10 profiler.go:231] Continuous pprof profiling is disabled.
W0915 00:17:12.158141     168 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
E0915 00:17:12.158155     168 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
I0915 00:17:12.158190     173 manager.go:88] Migration [MIGRATION_ID_SIDECAR_USER_CONFIG_BYPASS] is disabled, skipping entirely
I0915 00:17:12.158227     173 manager.go:91] Migration [MIGRATION_ID_SANITY_CHECK_PROJECT_URIS] is enabled
I0915 00:17:12.158310     173 manager.go:100] Migration [MIGRATION_ID_SANITY_CHECK_PROJECT_URIS] already has status MIGRATION_STATUS_COMPLETED, skipping
I0915 00:17:12.158295      10 server.go:2505] initialized server successfully in 273.786442ms
I0915 00:17:12.158324     173 manager.go:91] Migration [MIGRATION_ID_PLUGIN_ENABLEMENT] is enabled
I0915 00:17:12.158353     173 manager.go:100] Migration [MIGRATION_ID_PLUGIN_ENABLEMENT] already has status MIGRATION_STATUS_COMPLETED, skipping
I0915 00:17:12.158356     173 manager.go:91] Migration [MIGRATION_ID_BUILTIN_SIDECARS_TO_PLUGINS] is enabled
I0915 00:17:12.158381     173 manager.go:100] Migration [MIGRATION_ID_BUILTIN_SIDECARS_TO_PLUGINS] already has status MIGRATION_STATUS_COMPLETED, skipping
I0915 00:17:12.158384     173 manager.go:88] Migration [MIGRATION_ID_LIN_BUILTIN_TO_MARKETPLACE] is disabled, skipping entirely
W0915 00:17:12.158441     176 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
E0915 00:17:12.158460     176 errorreport.go:224] error getting token source: You are not logged into Antigravity.
W0915 00:17:12.158546     176 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
E0915 00:17:12.158562     176 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
I0915 00:17:12.159622       1 auto_updater.go:305] Spawned background update process with PID 621204
I0915 00:17:12.160512       1 common.go:150] Launching CLI mode
E0915 00:17:12.160527       1 launchsteps.go:84] Failed to resolve GeminiDir ".gemini": .gemini must be an absolute path: path is not absolute, falling back to default
I0915 00:17:12.160539       1 common.go:172] CLI app data directory: /home/alexi/.gemini/antigravity-cli
I0915 00:17:12.160552       1 server.go:299] Creating CLI server backend: product=antigravity workspaceDirs=[/tmp/literary-model-or_yqg63] appDataDir=/home/alexi/.gemini/antigravity-cli cascadeManager=true codeAssist=true
I0915 00:17:12.160618       1 composite_token_storage.go:123] Using file-based token storage because WSL environment detected
I0915 00:17:12.160642       1 auth_provider.go:763] [AuthProvider] SetEnableBusinessLogin called with enable: true
W0915 00:17:12.161513     108 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
E0915 00:17:12.161539     108 errorreport.go:224] error getting token source: You are not logged into Antigravity.
W0915 00:17:12.161617     108 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
E0915 00:17:12.161635     108 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
W0915 00:17:12.161725     196 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
E0915 00:17:12.161749     196 errorreport.go:224] error getting token source: You are not logged into Antigravity.
W0915 00:17:12.161816     196 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
E0915 00:17:12.161831     196 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
I0915 00:17:12.161944       1 server.go:2091] Backend project ID updated dynamically to: default-cli-project
I0915 00:17:12.161958       1 analytics.go:179] CLI startup completed (took 284.02473ms)
W0915 00:17:12.162047     108 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
E0915 00:17:12.162069     108 errorreport.go:224] error getting token source: You are not logged into Antigravity.
W0915 00:17:12.162149     108 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
E0915 00:17:12.162171     108 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
W0915 00:17:12.162234     108 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
E0915 00:17:12.162246     108 errorreport.go:224] error getting token source: You are not logged into Antigravity.
W0915 00:17:12.162290     108 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
E0915 00:17:12.162302     108 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
I0915 00:17:12.161972       1 printmode.go:174] Print mode: starting (promptLength=0, model="gemini-3.8-flash", conversationID="")
I0915 00:17:12.162549       1 manager.go:426] Initializing CLI store manager for workspace /tmp/literary-model-or_yqg63
I0915 00:17:12.162965       1 cli_setting_manager.go:79] config.json not found or unreadable, using CLI settings only: open /home/alexi/.gemini/config/config.json: no such file or directory
I0915 00:17:12.162990       1 cli_setting_manager.go:92] CLI settings initialized: permissions=<nil>, toolPermission=request-review
W0915 00:17:12.163137     108 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
E0915 00:17:12.163224     108 errorreport.go:224] error getting token source: You are not logged into Antigravity.
W0915 00:17:12.163335     108 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
E0915 00:17:12.163401     108 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
I0915 00:17:12.163475       1 hooks_manager.go:53] loaded 0 named hooks from 0 hooks.json file(s)
I0915 00:17:12.163491       1 manager.go:600] CLI store manager initialized successfully
I0915 00:17:12.163503       1 session.go:77] Print mode: enabling terminal sandbox for this session
I0915 00:17:12.163556       1 printmode.go:715] Print mode: applying agent mode plan
I0915 00:17:12.163586       1 manager.go:1352] SetCycleMode called: plan
I0915 00:17:12.163605       1 printmode.go:365] Print mode: not authenticated, trying silent auth
I0915 00:17:12.163955      59 keyring.go:64] keyringAuth: loaded token, expiry=2026-09-15 00:39:52.79329892 +0200 CEST expired=false
I0915 00:17:12.164000       1 auth.go:148] ChainedAuth: authenticated via keyring (effective: keyring)
I0915 00:17:12.164011       1 server_oauth.go:192] applyAuthResult: email=alexisinwork@gmail.com, authMethod=consumer, quotaProject=
I0915 00:17:12.164015       1 server_oauth.go:197] OAuth: authenticated successfully as alexisinwork@gmail.com
I0915 00:17:12.164018       1 server_oauth.go:203] b.codeAssistClient.AuthProvider (0x320c11561680) is same as b.cliAuth (0x320c11561680)
W0915 00:17:12.164140      65 cache.go:163] Failed to refresh cache in background: admin controls not applicable
W0915 00:17:12.164169     220 cache.go:163] Failed to refresh cache in background: admin controls not applicable
I0915 00:17:12.747959      64 http_helpers.go:299] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xe06bda704f486fdd
E0915 00:17:12.884020      27 browser_context.go:179] failed to install playwright: could not install driver: could not install driver: error: got non 200 status code: 404 (404 Not Found) from https://playwright.azureedge.net/builds/driver/playwright-1.57.0-linux.zip
error: got non 200 status code: 404 (404 Not Found) from https://playwright-akamai.azureedge.net/builds/driver/playwright-1.57.0-linux.zip
error: got non 200 status code: 404 (404 Not Found) from https://playwright-verizon.azureedge.net/builds/driver/playwright-1.57.0-linux.zip
I0915 00:17:13.130993      61 http_helpers.go:299] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x5e74a313064c2f5a
I0915 00:17:13.140605       1 model_resolver.go:116] model alias "gemini-3.8-flash" resolved to "gemini-3.8-flash-high"
I0915 00:17:13.140625       1 model_resolver.go:93] Resolving model gemini-3.8-flash-high
I0915 00:17:13.140642       1 model_config_manager.go:327] Propagating selected model override to backend: label="Gemini 3.8 Flash (High)"
I0915 00:17:13.140682       1 printmode.go:367] Print mode: silent auth succeeded
I0915 00:17:13.140714     232 experiment_manager.go:56] Starting experiment refresh after login
I0915 00:17:13.140727     231 quota_manager.go:45] doRefreshQuota: starting reload (force=true)
I0915 00:17:13.214817     232 server.go:3637] [RemoteControl] Session toggle is off, staying disconnected
I0915 00:17:13.214843     232 server.go:3348] [RemoteControl] Resolved proxyServerURL: ""
I0915 00:17:13.214848     232 experiment_manager.go:60] Experiments refreshed after login
I0915 00:17:13.214896     306 manager.go:1281] Reloading system slash commands
I0915 00:17:13.604911     191 http_helpers.go:299] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x830bba1226bd1588
I0915 00:17:13.961622     191 http_helpers.go:299] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x42c0d422fd78de7b
I0915 00:17:14.048033     191 model_resolver.go:116] model alias "gemini-3.8-flash" resolved to "gemini-3.8-flash-high"
I0915 00:17:14.048065     191 model_resolver.go:93] Resolving model gemini-3.8-flash-high
I0915 00:17:14.048073     191 model_config_manager.go:327] Propagating selected model override to backend: label="Gemini 3.8 Flash (High)"
I0915 00:17:14.048165     232 experiment_manager.go:56] Starting experiment refresh after login
I0915 00:17:14.048192     324 model_resolver.go:116] model alias "gemini-3.8-flash" resolved to "gemini-3.8-flash-high"
I0915 00:17:14.048202     324 model_resolver.go:93] Resolving model gemini-3.8-flash-high
I0915 00:17:14.048206     324 model_config_manager.go:327] Propagating selected model override to backend: label="Gemini 3.8 Flash (High)"
I0915 00:17:14.048201     231 quota_manager.go:45] doRefreshQuota: starting reload (force=true)
I0915 00:17:14.091786       1 model_resolver.go:116] model alias "gemini-3.8-flash" resolved to "gemini-3.8-flash-high"
I0915 00:17:14.091816       1 model_resolver.go:93] Resolving model gemini-3.8-flash-high
I0915 00:17:14.091823       1 conversation_manager.go:451] Starting new conversation (agent=false)
I0915 00:17:14.091834       1 server.go:1142] Creating new cascade trajectory (agentScript=false)
I0915 00:17:14.091840       1 server.go:1145] Conversation using project ID: default-cli-project
I0915 00:17:14.125886       1 server.go:1177] Created conversation a0ddcfca-7e47-40f8-be71-5db89d5cf531
I0915 00:17:14.125959       1 server.go:3088] GetConversationDetail: found conversation a0ddcfca-7e47-40f8-be71-5db89d5cf531 (active=true)
I0915 00:17:14.126453       1 server.go:3088] GetConversationDetail: found conversation a0ddcfca-7e47-40f8-be71-5db89d5cf531 (active=true)
I0915 00:17:14.126487       1 conversation_manager.go:498] project: switching to conversation belonging to project ID: default-cli-project
I0915 00:17:14.126526       1 server.go:2091] Backend project ID updated dynamically to: default-cli-project
I0915 00:17:14.126532       1 cli_setting_manager.go:218] ApplyProjectPermissionGrants: no grants for project "CLI Project", cleared project permissions
I0915 00:17:14.126538       1 conversation_manager.go:544] project: synced active project to "CLI Project" (id=default-cli-project) from conversation switch
I0915 00:17:14.126560       1 conversation_manager.go:821] Streaming conversation a0ddcfca-7e47-40f8-be71-5db89d5cf531
I0915 00:17:14.126608       1 server.go:3088] GetConversationDetail: found conversation a0ddcfca-7e47-40f8-be71-5db89d5cf531 (active=true)
I0915 00:17:14.126673     346 manager.go:1304] Reloading system slash commands and skills
I0915 00:17:14.126688     346 manager.go:1281] Reloading system slash commands
I0915 00:17:14.127267       1 server.go:1186] Starting conversation update stream for a0ddcfca-7e47-40f8-be71-5db89d5cf531
I0915 00:17:14.128133       1 session.go:168] Print mode: conversation=a0ddcfca-7e47-40f8-be71-5db89d5cf531, sending message
I0915 00:17:14.128145       1 printmode.go:753] Print mode: slash command expansion disabled
I0915 00:17:14.128181       1 conversation_manager.go:633] Forwarding user message to conversation a0ddcfca-7e47-40f8-be71-5db89d5cf531 (items=1, media=0)
I0915 00:17:14.128189       1 server.go:1745] Sending user message to conversation a0ddcfca-7e47-40f8-be71-5db89d5cf531 (items=1, media=0)
I0915 00:17:14.129546       1 latency_breakdown.go:142] SEND_USER_CASCADE_MESSAGE_LATENCY latency breakdown: map[active_user_state_latency_ms:0 blocking:false cascade_id:a0ddcfca-7e47-40f8-be71-5db89d5cf531 cascade_send_latency_ms:0 hydrate_slash_commands_latency_ms:0 load_trajectory_latency_ms:0 media_count:0 media_summaries_latency_ms:0 message_origin:AGENT_MESSAGE_ORIGIN_UNSPECIFIED refresh_browser_state_latency_ms:0 resolve_agent_config_latency_ms:0 save_media_latency_ms:0 saved_media_count:0 status:OK total_latency_ms:1 trajectory_id:de50bacb-e02d-49c7-857c-b392b9685c3f]
I0915 00:17:14.129816     346 manager.go:1285] Slash commands unchanged, skipping update
I0915 00:17:14.130284     232 server.go:3637] [RemoteControl] Session toggle is off, staying disconnected
I0915 00:17:14.130294     232 server.go:3348] [RemoteControl] Resolved proxyServerURL: ""
I0915 00:17:14.130299     232 experiment_manager.go:60] Experiments refreshed after login
I0915 00:17:14.130333     232 experiment_manager.go:56] Starting experiment refresh after login
I0915 00:17:14.130427     360 manager.go:1281] Reloading system slash commands
I0915 00:17:14.133089     360 manager.go:1285] Slash commands unchanged, skipping update
W0915 00:17:14.196691     351 declarative_config_loader.go:253] skipping component during resolution: empty component: prompt section "mcp_servers"
W0915 00:17:14.196722     351 declarative_config_loader.go:253] skipping component during resolution: empty component: prompt section "user_rules"
W0915 00:17:14.196725     351 declarative_config_loader.go:253] skipping component during resolution: empty component: prompt section "subagent_reminder"
I0915 00:17:14.286258     232 server.go:3637] [RemoteControl] Session toggle is off, staying disconnected
I0915 00:17:14.286284     232 server.go:3348] [RemoteControl] Resolved proxyServerURL: ""
I0915 00:17:14.286290     232 experiment_manager.go:60] Experiments refreshed after login
I0915 00:17:14.286336     505 manager.go:1281] Reloading system slash commands
I0915 00:17:14.288926     505 manager.go:1285] Slash commands unchanged, skipping update
I0915 00:17:14.350554     231 quota_manager.go:45] doRefreshQuota: starting reload (force=true)
I0915 00:17:14.457206     323 http_helpers.go:299] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x9ea12519c06cf88
I0915 00:17:14.704452     327 http_helpers.go:299] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xdb1409c8526fbe03 ResponseID: aXKoaom-EIfAvdIPy4eO-Ac
I0915 00:17:16.676058     580 http_helpers.go:299] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xfd6dadebac0a2dbb ResponseID: aXKoatqwF_znvdIPvLjc0Ag
I0915 00:18:37.719334     351 run.go:389] Run: attempt 1 failed (INTERNAL (code 500): Internal error encountered.), retrying in 4s
I0915 00:18:45.560473     911 http_helpers.go:299] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x87dcc21ce4106990 ResponseID: wHKoapLtL52Y28oPmMW58Qo
I0915 00:19:48.304489       1 streaminput.go:161] Print mode: stream input closed after 1 turn(s)
I0915 00:19:48.304530       1 manager.go:780] CLI store manager shutting down
I0915 00:19:48.304779       1 conversation_manager.go:778] Stopping conversation stream
I0915 00:19:48.304927     347 server.go:1233] Stream goroutine exited for a0ddcfca-7e47-40f8-be71-5db89d5cf531, sending completion signal
I0915 00:19:48.304943     347 conversation_manager.go:922] Stream completed for a0ddcfca-7e47-40f8-be71-5db89d5cf531, clearing ResponsePending
I0915 00:19:48.305009    1314 server.go:2862] Language server shutting down
I0915 00:19:48.305020    1314 server.go:2867] Waiting for migrations to complete to prevent partial migration state...
E0915 00:19:48.329947     162 file_watcher.go:194] skipping empty or temp file: 
E0915 00:19:48.329960     162 file_watcher.go:194] skipping empty or temp file: 
E0915 00:19:48.329963     162 file_watcher.go:194] skipping empty or temp file: 
E0915 00:19:48.329966     162 file_watcher.go:194] skipping empty or temp file: 
